StoreID,Date,ProductCategory,SalesAmount,Customers,Profit
7,2023-02-08,Dairy,1516,77,529.900407270892
7,2023-02-08,Bakery,1629,71,394.8424405909091
7,2023-02-08,Snacks,1492,95,318.8066648898375
7,2023-02-08,Beverages,1925,90,543.1627583775171
8,2023-02-08,Fruits,1289,52,267.3283461562607
8,2023-02-08,Dairy,1366,83,399.66891949485375
8,2023-02-08,Bakery,951,62,297.30631772925375
8,2023-02-08,Snacks,1760,50,625.5400786945704
8,2023-02-08,Beverages,1401,92,379.4508342126092
9,2023-02-08,Fruits,1951,71,537.9067793037539
9,2023-02-08,Dairy,1260,72,353.0504842837553
9,2023-02-08,Bakery,1410,53,547.7475723732481
9,2023-02-08,Snacks,1806,63,608.9122761618848
9,2023-02-08,Beverages,1035,89,303.644321328409
10,2023-02-08,Fruits,913,62,323.2476764719545
10,2023-02-08,Dairy,1137,81,253.61647906738227
10,2023-02-08,Bakery,736,99,160.30740043869665
10,2023-02-08,Snacks,1758,86,465.727635818186
10,2023-02-08,Beverages,1374,72,354.55519719812685
1,2023-02-09,Fruits,1456,50,357.9545378766839
1,2023-02-09,Dairy,1849,60,618.5944985524794
1,2023-02-09,Bakery,1058,55,286.67755926142536
1,2023-02-09,Snacks,986,67,351.7205194934932
1,2023-02-09,Beverages,652,51,189.7688195956813
2,2023-02-09,Fruits,1520,80,481.85110298075193
2,2023-02-09,Dairy,1146,94,437.64172443993294
2,2023-02-09,Bakery,1357,76,354.29948292327606
2,2023-02-09,Snacks,1444,88,522.3766255094317
2,2023-02-09,Beverages,1238,70,338.80103088960414
3,2023-02-09,Fruits,1657,69,572.817797075024
3,2023-02-09,Dairy,1594,75,406.23157977861894
3,2023-02-09,Bakery,1468,71,568.2961883861838
3,2023-02-09,Snacks,1491,76,459.86938222554716
3,2023-02-09,Beverages,1438,84,464.37717988001447
4,2023-02-09,Fruits,1092,85,280.25626784810015
4,2023-02-09,Dairy,918,61,221.08760882145654
4,2023-02-09,Bakery,1384,74,401.34635737355484
4,2023-02-09,Snacks,1351,88,391.0658758853106
4,2023-02-09,Beverages,1776,55,665.3777436055356
5,2023-02-09,Fruits,822,94,229.8615499559221
5,2023-02-09,Dairy,632,57,141.00258183045554
5,2023-02-09,Bakery,845,93,259.3358636669939
5,2023-02-09,Snacks,845,58,247.16766233080915
5,2023-02-09,Beverages,1946,62,555.0109801477819
6,2023-02-09,Fruits,1853,89,442.7166542186077
6,2023-02-09,Dairy,899,91,244.09951240482187
6,2023-02-09,Bakery,1464,89,578.0595014882344
6,2023-02-09,Snacks,1935,83,430.0086201103698
6,2023-02-09,Beverages,770,66,302.3118940067566
7,2023-02-09,Fruits,557,81,198.06686315767556
7,2023-02-09,Dairy,528,54,117.87898552007921
7,2023-02-09,Bakery,1193,66,361.50200058072244
7,2023-02-09,Snacks,1950,57,738.6581133813313
7,2023-02-09,Beverages,1217,50,322.67913430688003
8,2023-02-09,Fruits,1723,64,651.497773460179
8,2023-02-09,Dairy,1057,71,305.8274958340806
8,2023-02-09,Bakery,586,93,155.44839303112644
8,2023-02-09,Snacks,1563,81,452.18853388558745
8,2023-02-09,Beverages,1759,76,533.1740304109184
9,2023-02-09,Fruits,1008,87,382.7256434823933
9,2023-02-09,Dairy,1326,50,513.1162908319866
9,2023-02-09,Bakery,1424,98,376.5844829720135
9,2023-02-09,Snacks,1069,52,277.689018419706
9,2023-02-09,Beverages,927,82,363.93680079355187
10,2023-02-09,Fruits,592,76,160.21730687135673
10,2023-02-09,Dairy,780,63,195.50278315502194
10,2023-02-09,Bakery,1615,63,637.1193702006832
10,2023-02-09,Snacks,1158,80,250.59484712705083
10,2023-02-09,Beverages,1443,65,528.6619850668569
1,2023-02-10,Fruits,1571,68,485.97843013017354
1,2023-02-10,Dairy,872,75,176.99905611626056
1,2023-02-10,Bakery,1877,55,498.16584032399044
1,2023-02-10,Snacks,1556,59,504.77992348938074
1,2023-02-10,Beverages,1822,57,442.5051697845936
2,2023-02-10,Fruits,1146,63,277.7667916486604
2,2023-02-10,Dairy,809,96,295.2707403165369
2,2023-02-10,Bakery,861,83,178.58913816221022
2,2023-02-10,Snacks,1423,79,403.17582509110827
2,2023-02-10,Beverages,791,62,258.42230617344416
3,2023-02-10,Fruits,597,93,192.63992084637533
3,2023-02-10,Dairy,581,50,147.52040678095767
3,2023-02-10,Bakery,1460,91,358.00369736814145
3,2023-02-10,Snacks,555,85,112.2073348622779
3,2023-02-10,Beverages,1933,60,514.0342300876766
4,2023-02-10,Fruits,1598,79,319.9563113763527
4,2023-02-10,Dairy,1309,91,323.65622727063226
4,2023-02-10,Bakery,1829,84,535.922779083585
4,2023-02-10,Snacks,721,86,231.69141351005283
4,2023-02-10,Beverages,1690,96,402.3947853290056
5,2023-02-10,Fruits,976,62,369.68959214257467
5,2023-02-10,Dairy,1008,96,224.02722971330346
5,2023-02-10,Bakery,784,76,218.70420466344498
5,2023-02-10,Snacks,1530,89,490.2754563494275
5,2023-02-10,Beverages,1644,91,503.08472278424614
6,2023-02-10,Fruits,1756,94,431.52181293160925
6,2023-02-10,Dairy,674,51,140.00368795401585
6,2023-02-10,Bakery,1732,79,388.45534146369187
6,2023-02-10,Snacks,600,68,182.79998425882974
6,2023-02-10,Beverages,705,72,144.89053382909927
7,2023-02-10,Fruits,518,80,112.03382504434985
7,2023-02-10,Dairy,1279,61,301.06022949580677
7,2023-02-10,Bakery,1472,68,350.47172223916476
7,2023-02-10,Snacks,1269,74,504.2086479271813
7,2023-02-10,Beverages,745,90,265.02207010539234
8,2023-02-10,Fruits,776,53,244.70912669514277
8,2023-02-10,Dairy,1616,64,482.4575174377779
8,2023-02-10,Bakery,1689,99,521.2879329440673
8,2023-02-10,Snacks,1745,80,550.7852901053778
8,2023-02-10,Beverages,1114,78,368.28465634700626
9,2023-02-10,Fruits,996,65,259.55714706493444
9,2023-02-10,Dairy,1206,72,419.26519077450644
9,2023-02-10,Bakery,1537,93,512.1503139901097
9,2023-02-10,Snacks,984,55,367.41340895216024
9,2023-02-10,Beverages,1726,96,625.8934656465866
10,2023-02-10,Fruits,619,80,240.99902447786982
10,2023-02-10,Dairy,683,57,267.21705988722954
10,2023-02-10,Bakery,897,96,259.38909230591156
10,2023-02-10,Snacks,1839,74,613.2995694026748
10,2023-02-10,Beverages,1490,86,439.6860373145621
1,2023-02-11,Fruits,1448,69,384.25406983062265
1,2023-02-11,Dairy,1038,85,338.60188708647155
1,2023-02-11,Bakery,1972,76,593.6265132512699
1,2023-02-11,Snacks,560,70,223.3164318822682
1,2023-02-11,Beverages,1056,76,240.81658718522127
2,2023-02-11,Fruits,1886,72,499.614250001956
2,2023-02-11,Dairy,1561,51,614.8564723911375
2,2023-02-11,Bakery,1472,65,555.1121934586723
2,2023-02-11,Snacks,1356,54,320.70333088887094
2,2023-02-11,Beverages,1395,79,303.4788823778952
3,2023-02-11,Fruits,1348,76,399.35670426215785
3,2023-02-11,Dairy,641,61,150.19360073282783
3,2023-02-11,Bakery,1410,60,316.08435146485203
3,2023-02-11,Snacks,1551,86,496.21194425677146
3,2023-02-11,Beverages,512,60,157.25265635750395
4,2023-02-11,Fruits,966,55,332.74552586486146
4,2023-02-11,Dairy,943,84,355.37492776710377
4,2023-02-11,Bakery,1908,59,627.1227076103376
4,2023-02-11,Snacks,1896,90,474.8278862906622
4,2023-02-11,Beverages,1053,65,391.9299691787459
5,2023-02-11,Fruits,985,54,252.29404518153882
5,2023-02-11,Dairy,761,71,289.2768690078593
5,2023-02-11,Bakery,1459,95,391.66579797447247
5,2023-02-11,Snacks,935,56,251.8295085890172
5,2023-02-11,Beverages,1341,67,527.034559769037
6,2023-02-11,Fruits,1794,98,688.4995966224789
6,2023-02-11,Dairy,1323,60,473.1655791507619
6,2023-02-11,Bakery,1445,59,396.1110757634119
6,2023-02-11,Snacks,1838,94,529.2648309707357
6,2023-02-11,Beverages,1795,66,445.5147149040497
7,2023-02-11,Fruits,1516,57,371.29903245191156
7,2023-02-11,Dairy,701,70,203.6828998170269
7,2023-02-11,Bakery,1680,50,447.85159825078307
7,2023-02-11,Snacks,1769,82,415.8384915123425
7,2023-02-11,Beverages,1307,62,330.11076748787667
8,2023-02-11,Fruits,969,69,329.3170924315896
8,2023-02-11,Dairy,1171,51,464.3007129620693
8,2023-02-11,Bakery,1469,63,476.0771073334443
8,2023-02-11,Snacks,770,89,246.79909051565215
8,2023-02-11,Beverages,1091,75,423.8215462596815
9,2023-02-11,Fruits,1457,83,574.8717368742298
9,2023-02-11,Dairy,1505,54,318.38985541225486
9,2023-02-11,Bakery,1890,50,625.2243960496554
9,2023-02-11,Snacks,1770,64,518.5032301760489
9,2023-02-11,Beverages,1029,94,285.0799102100853
10,2023-02-11,Fruits,600,86,208.31668455830464
10,2023-02-11,Dairy,723,68,148.54106219602917
10,2023-02-11,Bakery,1755,89,413.6655887681931
10,2023-02-11,Snacks,547,98,163.46839962360423
10,2023-02-11,Beverages,621,81,181.6676314480195
1,2023-02-12,Fruits,1169,62,424.67988431675747
1,2023-02-12,Dairy,1132,67,261.7660993076172
1,2023-02-12,Bakery,1338,67,482.39041376511085
1,2023-02-12,Snacks,1421,53,567.9481769704956
1,2023-02-12,Beverages,1936,96,551.6290282628684
2,2023-02-12,Fruits,995,93,210.13483808015073
2,2023-02-12,Dairy,1540,90,471.4937289994276
2,2023-02-12,Bakery,697,69,238.15686970742965
2,2023-02-12,Snacks,712,94,207.0117536504375
2,2023-02-12,Beverages,1921,57,656.2347480485884
3,2023-02-12,Fruits,1307,62,432.3109381903338
3,2023-02-12,Dairy,1188,73,426.88982208342225
3,2023-02-12,Bakery,1430,74,358.3313633741916
3,2023-02-12,Snacks,841,58,287.02313928939157
3,2023-02-12,Beverages,614,88,173.28822312349467
4,2023-02-12,Fruits,508,63,173.85720266894015
4,2023-02-12,Dairy,1197,56,363.7199695497371
4,2023-02-12,Bakery,1866,68,606.2204021229733
4,2023-02-12,Snacks,599,95,188.94709550156634
4,2023-02-12,Beverages,1828,81,669.8018184379516
5,2023-02-12,Fruits,1051,51,311.9524531655253
5,2023-02-12,Dairy,759,57,160.0457194426262
5,2023-02-12,Bakery,1710,60,568.2410402434398
5,2023-02-12,Snacks,1464,71,462.6664037227847
5,2023-02-12,Beverages,780,70,218.9781147693694
6,2023-02-12,Fruits,1322,73,324.2418644504273
6,2023-02-12,Dairy,802,70,225.34412098017657
6,2023-02-12,Bakery,571,63,159.21061477444266
6,2023-02-12,Snacks,1833,76,477.57430299363216
6,2023-02-12,Beverages,1950,79,417.7620586546242
7,2023-02-12,Fruits,1513,77,510.90184276819315
7,2023-02-12,Dairy,1911,56,467.11959987747326
7,2023-02-12,Bakery,1299,76,329.76918277841287
7,2023-02-12,Snacks,811,74,186.6523218799774
7,2023-02-12,Beverages,866,77,254.6239906659924
8,2023-02-12,Fruits,1539,89,576.0186339057847
8,2023-02-12,Dairy,1557,90,622.0945896079019
8,2023-02-12,Bakery,1623,93,342.70862378117107
8,2023-02-12,Snacks,1183,55,287.2847137222164
8,2023-02-12,Beverages,1211,54,462.45768261146804
9,2023-02-12,Fruits,830,66,281.98107707545756
9,2023-02-12,Dairy,1766,51,508.06599059871024
9,2023-02-12,Bakery,698,69,272.3210401086025
9,2023-02-12,Snacks,1394,52,449.8311501436518
9,2023-02-12,Beverages,1525,68,456.7281136075554
10,2023-02-12,Fruits,1794,84,620.4598145089369
10,2023-02-12,Dairy,1982,60,604.0909582313159
10,2023-02-12,Bakery,788,91,273.52019979906703
10,2023-02-12,Snacks,1427,86,388.331297992945
10,2023-02-12,Beverages,966,53,326.91285746344073
1,2023-02-13,Fruits,1144,83,320.3342157925788
1,2023-02-13,Dairy,1348,50,422.22002689376575
1,2023-02-13,Bakery,1897,98,603.0687335158904
1,2023-02-13,Snacks,1779,79,527.410274386433
1,2023-02-13,Beverages,715,83,186.60768348431776
2,2023-02-13,Fruits,1650,67,423.94632680044396
2,2023-02-13,Dairy,857,94,302.2781908145102
2,2023-02-13,Bakery,1805,88,405.5825499401788
2,2023-02-13,Snacks,1450,79,464.296407241549
2,2023-02-13,Beverages,1403,50,302.25735487363465
3,2023-02-13,Fruits,1730,99,370.5999925715317
3,2023-02-13,Dairy,1347,64,491.00192646691227
3,2023-02-13,Bakery,782,70,262.48156489926953
3,2023-02-13,Snacks,1647,93,518.7418971794964
3,2023-02-13,Beverages,552,52,188.24512469771847
4,2023-02-13,Fruits,1284,56,347.0529921490373
4,2023-02-13,Dairy,1404,83,350.47840840839825
4,2023-02-13,Bakery,1219,53,297.1990102342653
4,2023-02-13,Snacks,672,91,265.4111289493972
4,2023-02-13,Beverages,1203,93,427.8700314291595
5,2023-02-13,Fruits,579,85,180.28997508492301
5,2023-02-13,Dairy,896,88,197.2905371981361
5,2023-02-13,Bakery,1854,66,403.3726707104891
5,2023-02-13,Snacks,1675,83,390.7887833153464
5,2023-02-13,Beverages,1471,93,319.28119526896876
6,2023-02-13,Fruits,1292,85,433.72030635009304
6,2023-02-13,Dairy,1510,90,331.4866889390341
6,2023-02-13,Bakery,1125,81,300.92772790742043
6,2023-02-13,Snacks,1076,53,399.9483724418651
6,2023-02-13,Beverages,1563,70,324.77537837825315
7,2023-02-13,Fruits,802,81,167.75240962713178
7,2023-02-13,Dairy,782,70,194.54959735574064
7,2023-02-13,Bakery,650,69,144.312265722491
7,2023-02-13,Snacks,864,51,259.2963650381712
7,2023-02-13,Beverages,1025,61,235.10730708607574
8,2023-02-13,Fruits,1134,98,351.17619005645065
8,2023-02-13,Dairy,581,62,191.69553701599605
8,2023-02-13,Bakery,1377,61,487.2342509450993
8,2023-02-13,Snacks,628,88,186.11502202652716
8,2023-02-13,Beverages,1352,87,453.19970781339407
9,2023-02-13,Fruits,1245,72,344.434089211155
9,2023-02-13,Dairy,1555,87,357.68581897283536
9,2023-02-13,Bakery,1186,73,272.5181961194867
9,2023-02-13,Snacks,1554,58,506.657822792578
9,2023-02-13,Beverages,1173,94,306.7458728292252
10,2023-02-13,Fruits,740,81,256.700463655116
10,2023-02-13,Dairy,1818,67,448.9208490394336
10,2023-02-13,Bakery,634,99,130.0735207034214
10,2023-02-13,Snacks,1848,85,464.7710105874228
10,2023-02-13,Beverages,1838,68,712.4672944681091
1,2023-02-14,Fruits,1565,68,441.01246455049494
1,2023-02-14,Dairy,1184,53,442.3226577475013
1,2023-02-14,Bakery,1843,67,491.01363620180916
1,2023-02-14,Snacks,541,88,151.6921546213854
1,2023-02-14,Beverages,1911,78,640.0176750536774
2,2023-02-14,Fruits,1396,98,435.0984855079243
2,2023-02-14,Dairy,1190,66,471.5280664985078
2,2023-02-14,Bakery,1561,67,602.7614357807187
2,2023-02-14,Snacks,1245,98,485.8315936690928
2,2023-02-14,Beverages,1852,60,425.7987503527129
3,2023-02-14,Fruits,1886,96,544.5430992622692
3,2023-02-14,Dairy,1728,90,380.4799962019791
3,2023-02-14,Bakery,1431,82,502.6942026735989
3,2023-02-14,Snacks,527,97,165.1246403329305
3,2023-02-14,Beverages,1310,93,373.4669923985505
4,2023-02-14,Fruits,1253,51,302.36163935468323
4,2023-02-14,Dairy,771,62,246.5919382810807
4,2023-02-14,Bakery,1471,53,316.09768459442785
4,2023-02-14,Snacks,1111,90,282.2717659800081
4,2023-02-14,Beverages,1986,70,694.5220882101595
5,2023-02-14,Fruits,1441,69,552.3369633422272
5,2023-02-14,Dairy,1470,79,525.1610618801785
5,2023-02-14,Bakery,1586,57,628.5999529270838
5,2023-02-14,Snacks,758,50,187.26361237016013
5,2023-02-14,Beverages,1844,60,725.0561949775595
6,2023-02-14,Fruits,1182,75,452.0196955708251
6,2023-02-14,Dairy,582,59,223.37000963108574
6,2023-02-14,Bakery,934,63,292.2840492314767
6,2023-02-14,Snacks,1206,76,301.81303749697247
6,2023-02-14,Beverages,1354,96,401.97445652795506
7,2023-02-14,Fruits,1339,76,459.7111255229809
7,2023-02-14,Dairy,1876,90,628.5914078419574
7,2023-02-14,Bakery,1405,63,500.73866030536067
7,2023-02-14,Snacks,750,76,202.1696420092911
7,2023-02-14,Beverages,1230,56,377.6024049643813
8,2023-02-14,Fruits,966,52,377.2287749254763
8,2023-02-14,Dairy,610,79,222.67402103407017
8,2023-02-14,Bakery,1762,57,534.2042537631976
8,2023-02-14,Snacks,1881,71,682.6311146630638
8,2023-02-14,Beverages,1414,88,429.5962302775149
9,2023-02-14,Fruits,549,56,163.69799263133336
9,2023-02-14,Dairy,794,68,250.53555729637466
9,2023-02-14,Bakery,1467,84,546.1312303541434
9,2023-02-14,Snacks,1312,74,472.4363384373203
9,2023-02-14,Beverages,1371,64,376.21233072311225
10,2023-02-14,Fruits,831,93,218.98847427570456
10,2023-02-14,Dairy,1845,56,717.1268789925916
10,2023-02-14,Bakery,998,76,322.0758399860089
10,2023-02-14,Snacks,1744,98,656.3730637122172
10,2023-02-14,Beverages,1206,53,425.3594101323838
1,2023-02-15,Fruits,500,85,171.40498372184044
1,2023-02-15,Dairy,596,77,210.33752987405484
1,2023-02-15,Bakery,708,68,272.49107227492965
1,2023-02-15,Snacks,1554,61,390.47043475380076
1,2023-02-15,Beverages,1162,53,313.5150315637054
2,2023-02-15,Fruits,1100,76,383.8150272218351
2,2023-02-15,Dairy,605,87,213.5308272911899
2,2023-02-15,Bakery,679,59,267.299443749821
2,2023-02-15,Snacks,1296,74,270.4662201715516
2,2023-02-15,Beverages,1382,93,294.78001887244534
3,2023-02-15,Fruits,1620,50,359.84990906286816
3,2023-02-15,Dairy,766,64,234.84116055412525
3,2023-02-15,Bakery,1318,77,330.33184366503156
3,2023-02-15,Snacks,1993,97,536.4631498135586
3,2023-02-15,Beverages,1113,88,350.0127216518586
4,2023-02-15,Fruits,1724,96,643.3285027001089
4,2023-02-15,Dairy,1049,51,295.28129590348436
4,2023-02-15,Bakery,936,80,222.3432287468608
4,2023-02-15,Snacks,800,82,280.90303751403303
4,2023-02-15,Beverages,850,69,226.55383083777417
5,2023-02-15,Fruits,1209,63,292.0522304220916
5,2023-02-15,Dairy,939,89,281.5338806469159
5,2023-02-15,Bakery,1146,98,292.81968068288984
5,2023-02-15,Snacks,982,81,273.91924678520684
5,2023-02-15,Beverages,664,64,219.34873124742194
6,2023-02-15,Fruits,1695,60,674.6386021885858
6,2023-02-15,Dairy,1494,56,341.55219406055653
6,2023-02-15,Bakery,1013,89,283.9445431587861
6,2023-02-15,Snacks,1002,73,386.4514915619253
6,2023-02-15,Beverages,1576,66,560.3644323009895
7,2023-02-15,Fruits,1221,66,384.38798145902433
7,2023-02-15,Dairy,1470,93,419.23800205764826
7,2023-02-15,Bakery,1837,57,401.0007695248308
7,2023-02-15,Snacks,707,75,223.3923075498139
7,2023-02-15,Beverages,525,70,183.91460292372594
8,2023-02-15,Fruits,1960,63,700.7550534474102
8,2023-02-15,Dairy,845,91,169.8652151916627
8,2023-02-15,Bakery,1039,92,346.18277573032236
8,2023-02-15,Snacks,1089,89,370.18730399528147
8,2023-02-15,Beverages,766,61,186.39883589769903
9,2023-02-15,Fruits,824,60,292.18781290827695
9,2023-02-15,Dairy,1515,90,351.2337376708498
9,2023-02-15,Bakery,554,50,128.2954818645449
9,2023-02-15,Snacks,947,75,302.071103397643
9,2023-02-15,Beverages,552,58,119.55846007336145
10,2023-02-15,Fruits,1532,57,525.9515431724161
10,2023-02-15,Dairy,1744,93,553.2969747048194
10,2023-02-15,Bakery,1347,86,492.21438940689217
10,2023-02-15,Snacks,634,77,143.83193719421922
10,2023-02-15,Beverages,740,85,237.68993021095466
1,2023-02-16,Fruits,1027,64,278.64900673835257
1,2023-02-16,Dairy,1530,84,468.3092844345228
1,2023-02-16,Bakery,1763,99,475.52683193429493
1,2023-02-16,Snacks,1367,58,319.2915881791509
1,2023-02-16,Beverages,1646,73,416.3244401860044
2,2023-02-16,Fruits,1252,71,316.9944460911762
2,2023-02-16,Dairy,1636,53,475.26653685243946
2,2023-02-16,Bakery,1211,67,387.68857430427056
2,2023-02-16,Snacks,1589,67,576.1178039181909
2,2023-02-16,Beverages,696,85,181.21280050984964
3,2023-02-16,Fruits,1952,86,494.4931171025189
3,2023-02-16,Dairy,1839,56,600.4191613792615
3,2023-02-16,Bakery,971,92,272.637245132906
3,2023-02-16,Snacks,1158,95,298.1436979222224
3,2023-02-16,Beverages,567,63,177.0440633485668
4,2023-02-16,Fruits,711,94,181.92190052054772
4,2023-02-16,Dairy,623,99,227.71026803288115
4,2023-02-16,Bakery,725,89,211.7162643769643
4,2023-02-16,Snacks,566,84,138.6823419847532
4,2023-02-16,Beverages,585,83,193.63365878748456
5,2023-02-16,Fruits,1809,94,666.3672937732067
5,2023-02-16,Dairy,922,50,289.26599523600436
5,2023-02-16,Bakery,1132,96,334.6239714461704
5,2023-02-16,Snacks,1124,74,265.7439592468946
5,2023-02-16,Beverages,1118,87,237.26151383558576
6,2023-02-16,Fruits,741,72,165.59141010262263
6,2023-02-16,Dairy,1456,80,577.6790623138322
6,2023-02-16,Bakery,567,76,157.44926247724345
6,2023-02-16,Snacks,678,70,242.82040493147838
6,2023-02-16,Beverages,1287,94,294.0894011869656
7,2023-02-16,Fruits,1694,62,524.7896994539635
7,2023-02-16,Dairy,851,71,232.7832977863388
7,2023-02-16,Bakery,720,88,247.20222328876224
7,2023-02-16,Snacks,1005,65,370.9232572634152
7,2023-02-16,Beverages,1136,58,401.68963214678996
8,2023-02-16,Fruits,1224,75,305.4524435617018
8,2023-02-16,Dairy,1351,84,324.55113456888967
8,2023-02-16,Bakery,1161,90,444.8643896167297
8,2023-02-16,Snacks,756,98,253.53521275270586
8,2023-02-16,Beverages,1321,61,505.09297219211766
9,2023-02-16,Fruits,1758,55,438.80132594844133
9,2023-02-16,Dairy,1097,62,223.68545933698292
9,2023-02-16,Bakery,1556,74,622.1036795736854
9,2023-02-16,Snacks,796,98,257.5469548484448
9,2023-02-16,Beverages,1443,52,488.0608671441389
10,2023-02-16,Fruits,1035,85,348.06119513489637
10,2023-02-16,Dairy,592,65,229.18353569908695
10,2023-02-16,Bakery,913,60,215.27395099060314
10,2023-02-16,Snacks,1694,90,398.9579520135702
10,2023-02-16,Beverages,1297,70,322.4601645760702
1,2023-02-17,Fruits,600,85,189.2432530320447
1,2023-02-17,Dairy,548,98,129.01532585735757
1,2023-02-17,Bakery,734,52,267.2292208872038
1,2023-02-17,Snacks,768,78,160.97597122644854
1,2023-02-17,Beverages,1215,98,429.6222791576165
2,2023-02-17,Fruits,1524,82,576.828010218715
2,2023-02-17,Dairy,1319,89,312.1198840314884
2,2023-02-17,Bakery,1649,98,585.1461855579531
2,2023-02-17,Snacks,1778,60,584.2994221984146
2,2023-02-17,Beverages,517,51,145.33800835765024
3,2023-02-17,Fruits,1634,69,576.7298737932533
3,2023-02-17,Dairy,1715,80,581.5004083726913
3,2023-02-17,Bakery,1310,86,354.72225638210875
3,2023-02-17,Snacks,1714,68,372.1699427390636
3,2023-02-17,Beverages,1447,81,301.59100275132914
4,2023-02-17,Fruits,1488,78,429.4439766714258
4,2023-02-17,Dairy,551,93,213.0619235843161
4,2023-02-17,Bakery,1936,82,662.9446131700234
4,2023-02-17,Snacks,1781,82,418.9298998288621
4,2023-02-17,Beverages,719,84,238.4094931848249
5,2023-02-17,Fruits,1308,67,429.52398026312693
5,2023-02-17,Dairy,690,61,196.1446109479107
5,2023-02-17,Bakery,1768,85,635.3095668231657
5,2023-02-17,Snacks,1300,87,320.00342460834327
5,2023-02-17,Beverages,1019,57,406.3055778533181
6,2023-02-17,Fruits,661,66,164.87485456277702
6,2023-02-17,Dairy,1898,62,746.6683261963648
6,2023-02-17,Bakery,1380,74,416.131593977001
6,2023-02-17,Snacks,982,64,280.86863641564696
6,2023-02-17,Beverages,1068,63,326.9864795344826
7,2023-02-17,Fruits,563,55,160.1643082085594
7,2023-02-17,Dairy,698,60,203.65596222902926
7,2023-02-17,Bakery,1598,77,610.3354414577994
7,2023-02-17,Snacks,1484,89,486.53447551227384
7,2023-02-17,Beverages,1657,91,370.39832203598957
8,2023-02-17,Fruits,1539,87,527.9402182567393
8,2023-02-17,Dairy,1806,56,516.8634499736713
8,2023-02-17,Bakery,974,83,346.49596276247155
8,2023-02-17,Snacks,820,78,204.8203203502148
8,2023-02-17,Beverages,1624,66,576.2887773840921
9,2023-02-17,Fruits,1391,94,349.90154390927734
9,2023-02-17,Dairy,1919,83,551.8549165310443
9,2023-02-17,Bakery,1928,94,721.5244173734862
9,2023-02-17,Snacks,1042,71,320.80360796899197
9,2023-02-17,Beverages,1534,73,383.6463067181229
10,2023-02-17,Fruits,1855,54,696.3890537235743
10,2023-02-17,Dairy,585,78,118.7719653649713
10,2023-02-17,Bakery,1408,73,534.4652184842267
10,2023-02-17,Snacks,940,73,199.50741061573842
10,2023-02-17,Beverages,1031,79,366.6800255728629
1,2023-02-18,Fruits,1266,96,375.344442463919
1,2023-02-18,Dairy,627,94,132.47355155807895
1,2023-02-18,Bakery,1871,50,551.1009092656138
1,2023-02-18,Snacks,568,66,135.10321636073746
1,2023-02-18,Beverages,1807,89,594.4074423353904
2,2023-02-18,Fruits,1289,74,292.4597388821857
2,2023-02-18,Dairy,1636,89,336.0898306157089
2,2023-02-18,Bakery,1915,82,580.8532686994776
2,2023-02-18,Snacks,900,91,288.2951688948823
2,2023-02-18,Beverages,1948,56,562.3563215867999
3,2023-02-18,Fruits,1838,66,418.9821012567445
3,2023-02-18,Dairy,996,87,295.35731429365376
3,2023-02-18,Bakery,881,70,275.8560262126167
3,2023-02-18,Snacks,789,61,274.00422135772976
3,2023-02-18,Beverages,1250,86,271.5473925936649
4,2023-02-18,Fruits,1131,98,237.98601406513424
4,2023-02-18,Dairy,1068,88,256.5078117431192
4,2023-02-18,Bakery,1888,52,602.3413680188701
4,2023-02-18,Snacks,1939,78,690.3845326404737
4,2023-02-18,Beverages,1182,85,346.7126803497319
5,2023-02-18,Fruits,1092,98,278.7906217975075
5,2023-02-18,Dairy,736,67,276.87983375499084
5,2023-02-18,Bakery,1012,85,328.9123197234544
5,2023-02-18,Snacks,953,80,272.20150273398883
5,2023-02-18,Beverages,1970,89,568.5499059179936
6,2023-02-18,Fruits,1538,98,387.3509279755435
6,2023-02-18,Dairy,914,68,362.27491362587864
6,2023-02-18,Bakery,1305,95,436.2697617785098
6,2023-02-18,Snacks,1175,82,247.36511897307966
6,2023-02-18,Beverages,1549,71,471.65961567069024
7,2023-02-18,Fruits,1060,60,285.4954913399536
7,2023-02-18,Dairy,1563,94,390.7208197299856
7,2023-02-18,Bakery,1579,87,514.9398459879941
7,2023-02-18,Snacks,1454,55,550.0235183186695
7,2023-02-18,Beverages,1417,52,480.0938672750081
8,2023-02-18,Fruits,1476,97,412.2835516848618
8,2023-02-18,Dairy,1267,65,413.4083695265388
8,2023-02-18,Bakery,1772,91,550.374799970503
8,2023-02-18,Snacks,1983,77,691.95993266764
8,2023-02-18,Beverages,1373,66,442.0080325312884
9,2023-02-18,Fruits,1524,85,439.38828702789056
9,2023-02-18,Dairy,669,91,149.86158358639577
9,2023-02-18,Bakery,1501,57,507.8790057260524
9,2023-02-18,Snacks,603,70,148.3018731848195
9,2023-02-18,Beverages,1713,59,423.07399235604714
10,2023-02-18,Fruits,1874,94,490.4621502020343
10,2023-02-18,Dairy,1224,76,364.11766928795976
10,2023-02-18,Bakery,1226,90,427.29484704399454
10,2023-02-18,Snacks,818,54,327.0237887837121
10,2023-02-18,Beverages,1339,68,459.06755648503827
1,2023-02-19,Fruits,1190,79,436.19293739665164
1,2023-02-19,Dairy,1095,62,408.25788211517533
1,2023-02-19,Bakery,544,94,206.98693886523012
1,2023-02-19,Snacks,765,92,190.2302851329989
1,2023-02-19,Beverages,1964,80,769.66024665072
